YILMAZ
OKAY
SOYLER
DEDEOGLU
BATTAL
OZASLAN
KABADAYI
KESICI
DEMIRBILEK
HAZAR
ERBIL
TUYSUZ
TANER
TASAR
GOKGOZ
ZOR
SEVIK
ERARSLAN
KOCATURK
BOLUKBASI
ULUS
ALGAN
SAGLIK
GUNERI
MEYDAN
SUTCU
GUC
HELVACI
ARSLANTAS
UZUNER
BUTUN
ULKU
LACIN
KONAK
BOGA
KARABOGA
NACAR
KURAL
YURUK
ABACI
SEMERCI
TUGRUL
CELIKER
KURBAN
ALPAY
HANCER
CERAN
KOL
TILKI
OKTEM
SOKMEN
UYAN
OZYUREK
KARAN
ACUN
CIGDEM
ADA
KAYIS
BAYRAMOGLU
AKTAY
KANTAR
CELIKEL
DUYAR
GUDER
ORAN
SARIBAS
TERZIOGLU
KART
ATAN
GURER
KUPELI
KIRCA
DELIBAS
CAL
BASKURT
BOZTAS
BOZKAYA
GURDAL
ALTUG
ILGIN
ALTINSOY
ASLANTAS
CANSIZ
KARABAG
KOKEN
CAKMAKCI
AGIRMAN
GECER
TOPCUOGLU
BAYAT
SENCAN
OKTEN
DUZ
KASIKCI
AYIK
DASTAN
TURAL
YILDIZHAN
AYCICEK
DAGCI
KARAKOSE
GOKTURK
YALMAN
BICAK
AFSAR
SAYDAM
OFLAZ
UN
YESILDAG
KIRIS
SAVCI
SEYMEN
UZER
BABAYIGIT
PAK
NAR
TUNALI
KIZILAY
GORMEZ
AKYEL
YETIS
TASAN
TARAKCI
AGAR
CELENK
ULGEN
CELEP
CEBI
SEKMEN
DORUK
KARACAM
ALKAYA
GEMICI
KAVAS
IZGI
OKYAY
SEL
OZYILMAZ
ERIM
IZCI
MUMCU
ESIN
ISIKLI
DILER
YERLI
AKSIT
IKIZ
CIPLAK
YURTTAS
BULDUK
YENIGUN
GOKER
SUER
CIVAN
MENEKSE
GORGUN
KULAKSIZ
KATIRCI
TEKDEMIR
KARALI
SIK
DUZENLI
SONGUR
GENCOGLU
ERKEN
KIRIK
MIZRAK
KIZMAZ
KARADAYI
ATABEY
ALTINBAS
BASOL
OZARSLAN
YALIN
SAYGIN
KANBUR
CERIT
BABUR
GULHAN
SURER
KENAR
BOZOGLU
YAZICIOGLU
BAHCECI
OZATA
BAYRAKDAR
PULAT
KAS
SATIR
SERDAR
DIKER
SUNA
BARDAKCI
OKMEN
AKCAKAYA
ONGUN
GIDER
KUZUCU
ALTINAY
SURMELI
DELI
HARMAN
AKGOZ
BALOGLU
ARISOY
ELMA
HAYTA
SAG
ERKOC
BEYHAN
BERBEROGLU
ACER
ONEL
TURKEL
ATIS
BEKCI
CALI
SIPAHI
BASTUG
ARLI
ZEYREK
URUN
AKDUMAN
TURGAY
KAPAN
KARPUZ
DURAL
SAPMAZ
SEVGI
GOZEL
ICOZ
ULUCAY
KOCAKAYA
TOKLU
KARADOGAN
YUREKLI
DINDAR
BILMEZ
YESILKAYA
SEYREK
AYDENIZ
AYGUL
YAMAC
AKILLI
ATASEVER
SAKIN
IMAMOGLU
ATABAY
ATASEVEN
KARAGOL
BAYRAKCI
YUMUSAK
KARAYIGIT
KIRLI
BOZKIR
OZEK
KUCUKOGLU
ARTAN
KOZ
EZER
USTAOGLU
SALTIK
RUZGAR
SOYTURK
OZBAS
YILDIRAN
TIRAS
GOKCEK
KUMRU
ERKMEN
AYTEN
LALE
TOKTAS
CATAK
ERKUL
BAYLAN
DIREK
SAHINOGLU
KUYUCU
KOKCU
KALIN
YAPAR
GEZEN
KOKLU
BABA
SUNAR
TOKAT
YEGIN
UZUMCU
KASAPOGLU
KIRBAS
TOPLU
EREL
GORUR
DEMIRBAG
OZTOPRAK
CEBE
KORUCU
ERSIN
AGIR
ALTUNAY
BAYER
HOCAOGLU
PAKSOY
KEKEC
KAYAALP
TOPBAS
CILINGIR
BARUTCU
DUMLU
KESEN
ARAL
ACET
TEKTAS
AFACAN
OZKOK
AKSAN
KAYMAKCI
BALCIOGLU
GOKHAN
AGAC
GENCTURK
KOLCU
EKE
KARAKUZU
AKER
OKUTAN
CANDEMIR
ACIKEL
CURA
KALAFAT
SELEK
URKMEZ
KIZILDAG
KABLAN
CAMUR
HALICI
ERCIN
MARANGOZ
SUSLU
KOLAY
KIZILIRMAK
NAMLI
PEKDEMIR
KUYUMCU
TARIM
BOLUKBAS
SAMUR
DOLEK
GURGEN
KAPUCU
OGUL
HANCI
KOMUR
DUR
KARAER
DAYI
TURKOZ
ESKICI
ALTINKAYA
SARIHAN
KARABAY
BADEM
PALABIYIK
TURNA
KARLI
ADAK
CUBUKCU
GONULTAS
GULSOY
BALKAYA
BOLUK
CAPAN
MANAV
ULUG
UNALAN
ELMACI
KARAGUL
SABANCI
AKMESE
CAYLI
BAZ
CENGEL
YENILMEZ
MARAL
KAHYAOGLU
SAGIROGLU
AYTAS
ODEMIS
VAR
ERMAN
URHAN
EMIROGLU
TASTEKIN
GURPINAR
CUBUK
TERCAN
BICEN
EVCI
DUYMAZ
HARMANCI
GUVERCIN
ORTAC
CEVIZ
YALVAC
ARKAN
TURKKAN
SANAL
KULAK
SOYKAN
BIROL
KAZAK
OLCER
KAVAKLI
ISKENDER
KINIK
AKBALIK
DEMIROK
GURLEK
KALELI
BAYDEMIR
CANKURT
CIRIT
KOSEM
ELMALI
SUNBUL
ARAC
ARGUN
KARGIN
KILICOGLU
KAYAOGLU
PELIT
BINGUL
HAMARAT
ILIK
OZENC
CURUK
GERCEK
TOKSOZ
ERKAL
KALEM
YAYLACI
AYATA
CERI
DANISMAN
KABASAKAL
ERKUS
GEDIKLI
KINALI
KURTULMUS
TURKAY
GOC
AYKAN
AVCIOGLU
KARAYILAN
KUNT
DEMIREZEN
SUZEN
OZLER
UTKU
BURAK
GOZUTOK
CIRIK
SATICI
TOKAY
ANDIC
TOKSOY
ONCUL
ALATAS
EMEN
AYTAR
TUTAL
GURSEL
KARATEKE
TURUNC
EKMEN
YIKILMAZ
GOKSEL
HOROZ
ERBEK
ANIK
AYBAR
BELEN
SANDIKCI
SABUNCU
SARIYILDIZ
ATILA
DIRIK
KINAY
YAHSI
ABA
DOLU
CILOGLU
CAGLI
ERDIL
BARLAS
CAKIN
ERTUNC
DILSIZ
GUMUSTAS
YETGIN
ILGAZ
KURUM
BEKDEMIR
BAYKAN
KOPARAN
SOY
SERCE
KAMIS
DAGTEKIN
TOKDEMIR
BASCI
AKCAM
ARSLANOGLU
INCEOGLU
OZPINAR
PERCIN
YAGLI
CAGAN
KANAR
KARAGULLE
KANIK
ERKOL
GULAY
KUCUKKAYA
APAK
TUR
BULAT
DELEN
OLGAC
CAPKIN
TOPKAYA
DAVULCU
BUCAK
SARUHAN
TURKMENOGLU
UNCU
CERCI
LAFCI
MERSIN
PARMAKSIZ
KARACAY
TANDOGAN
YUCEDAG
DOGDU
KARALAR
BURAN
ERCETIN
MAZLUM
ISBILIR
AKHAN
YAMAK
TASKAN
ASKAR
SAHINKAYA
CUKUR
OYMAK
BILDIK
ALAKUS
ICEN
DILBER
VARLIK
DEGERLI
EKIM
KAYACI
BOR
SUNGU
ISLEYEN
EDIS
CAYMAZ
VURGUN
ARSLANTURK
ALTUNKAYNAK
TEKBAS
PINARBASI
ALAY
KARGI
KIRICI
ONAR
SECGIN
CAMLI
HAS
AYRANCI
GUNGORDU
ISPIR
MENTESE
COMAK
GORMUS
SARAL
SIMSIR
SUZER
AKAGUNDUZ
ALVER
PARLAR
SENSES
SARICICEK
TUZCU
GULTEPE
OZTUNC
SERTTAS
KOCHAN
US
GOZ
CUHADAR
CANDIR
OZPOLAT
YENICE
CAGATAY
ORDEK
AYCAN
BICICI
OTER
ANIL
SEVIL
AKIL
PALTA
ELBIR
OMUR
KIVANC
KARAKULAK
MAVI
CIHANGIR
AZAK
KANMAZ
AKCIN
ATILLA
SU
OZGAN
YESILTAS
KILAVUZ
SAMANCI
DINCEL
SIVRIKAYA
GOCEN
AKIS
GOZEN
EMEK
BURHAN
CELIKKOL
KUMAS
BASYIGIT
CIFTCIOGLU
AR
DILMEN
KURKCU
BUGDAY
TAVSAN
BAYTAR
GULTEN
DUZEN
ILGUN
BACAKSIZ
OZDAG
BIBER
ACIL
BAYKUS
KECELI
AKPOLAT
ECER
OZGER
BATI
ALTUNDAL
ERAT
OGE
KOPRULU
OCALAN
SINCAR
DEVELI
DIK
AYDAR
PEKSEN
KUM
YUREK
KOZAK
KARABUDAK
SUT
OZDAL
TAYFUR
CAKIL
AGIRBAS
CANSEVER
YILAN
BABAT
TOPAC
OZOGUL
GULBAHAR
YIGITER
OZGENC
SALIK
DILMAC
PAMUKCU
TUTUS
YEGEN
CATALKAYA
ATCI
DEMIRALP
ESKIN
OZSAHIN
TASLI
ERIK
TOPAK
KAVAL
SENOCAK
GULOGLU
UCKUN
ERSEN
MUT
SINAN
USTUNER
YANMAZ
ULUCAN
DENLI
KILCI
ERHAN
KURAN
AKTUG
DIKEN
UNALDI
KAVLAK
TULU
ERGUVEN
OVALI
COSKUNER
OKTAR
KIZILASLAN
YAGAN
KESIK
EGILMEZ
ALTUNKAYA
GUDEN
PALAZ
DELICE
GECGEL
TANIR
GONCU
GULENC
YAKIN
NISANCI
CAKI
KISACIK
OKUYUCU
OZYIGIT
KAMACI
KELLECI
NOYAN
EVIN
FIRTINA
KORKUSUZ
BIRGUL
NAYIR
GENCAY
EVRAN
DARICI
KOSKER
DEMIRALAY
BARAK
TEKES
BEBEK
KARACAOGLU
CELIKTAS
BOREKCI
OZBAKIR
SENKAL
AKDERE
AVAN
ELIK
ALIM
BAGIS
ODUNCU
ALTUNER
YESILBAS
KANLI
KANSU
TEZER
KULOGLU
ALTINOZ
OZEREN
SEVGILI
ES
CELIKTEN
DALMIS
KABAN
TAY
KAMA
BAHTIYAR
SABAN
ALBAY
UZAN
KIZILTEPE
YALIM
ARACI
BARIN
CANAKCI
GERGIN
DAGHAN
OZKILIC
TOPSAKAL
ERCIYAS
SARICAM
KOCATEPE
CEKEN
KILINCARSLAN
CETINEL
PEHLIVANOGLU
SENYURT
AZGIN
ATAKAN
OZDEM
ISLAMOGLU
COL
SAZAK
TUTKUN
KAYAHAN
KAYALAR
GOR
YUZER
YORGUN
GELEN
YAY
ARMUT
KALA
KEMER
YOKUS
SULUN
TIGLI
BELLI
MORKOC
TEMIZKAN
KIRCI
KALAYCIOGLU
KESIM
YALNIZ
DIRICAN
EREZ
TURSUN
AYKURT
AYNA
ORUN
BASKIN
DEMIRDAG
DIRI
SOYER
AGAOGLU
UCUNCU
UMUT
KINACI
BALA
ADANIR
EDIZ
ALTUNOK
DEMIRELLI
TARI
ICLI
AYKANAT
DAGLAR
KARDES
ALTINKAYNAK
SENOGLU
KOKER
UNUVAR
SUREN
ISERI
NUR
ONEY
AKOGLU
KENDIR
TUKENMEZ
AYDINOGLU
BIRICIK
BIRLIK
CILDIR
ULUC
AKSEL
AKBUDAK
KUNDAKCI
KONCA
DASCI
PETEK
KIRAL
ONUK
BUGDAYCI
BESLI
AZMAN
KURUOGLU
CAGDAS
GORAL
KUBAT
TABAN
TURA
GULCU
CEKER
CELIKBAS
SARP
KANTARCI
TAT
ALTINEL
SARIBOGA
ATALAR
DAGLIOGLU
YASAK
ALTUNSOY
AYTAN
IS
ANAR
GOZUBUYUK
ABALI
KIRMIZIGUL
ARPA
KAVALCI
PEKCAN
OZOGLU
SANDAL
KOLE
ISILDAK
SAATCI
KARATEKIN
MEMISOGLU
BEYAZIT
KIYMAZ
AKAT
HIZLI
TORLAK
KOCABAY
OZDAS
SUMBUL
DOGRUYOL
OZCETIN
OGURLU
TEMIR
BAYIK
BILIK
BIRDAL
CALLI
COMEZ
ADAR
GOKAY
KELESOGLU
CILEK
AKBOGA
AKYAR
OSMANOGLU
ARAR
ALIC
KIZILBOGA
NALBANTOGLU
OZTOP
TORE
CATALBAS
BAKIS
DOGRUL
ERGENC
CANSU
AYAYDIN
ARAN
YAR
MISIR
IMRE
KOCAGOZ
ALTINER
KARS
IPEKCI
SENLIK
ORAKCI
ZAFER
KILLI
BABAOGLU
HORUZ
AKSOZ
BOZOK
CANBULAT
KARACALI
CALIM
CELIKKAYA
YUCESOY
UCER
BENEK
SOYDAS
AKCIL
KAMAN
SUSAM
TAVUKCU
GULES
SAYIM
SECER
KIRTAY
DOLGUN
CEREN
ARMAN
TUG
ALTINTOP
YAZAN
ALMAZ
AKALAN
AKTI
SENYUZ
SONER
CORBACI
COSAN
YENIAY
DOGRUER
IRI
BAGLAN
GOKOGLU
DEMIRYUREK
PEKEL
DERTLI
GURSU
TAPAN
ABI
CILGIN
AFSIN
GOKSEN
GUDUCU
DOGANER
YIGITOGLU
ACIKALIN
TUREDI
UYMAZ
DEMIRAG
KURTARAN
KORPE
RENCBER
CARDAK
INCEKARA
ERDURAN
SALTAN
KINA
DENGIZ
KOPUZ
DENIZLI
ASKAN
YELKEN
AKGOL
OZDER
EYUPOGLU
KATI
SARISOY
BOZYEL
TASGIN
BAYCAN
AKTAR
DAGASAN
DILBAZ
TASKESEN
ERSAHIN
ORCAN
GIRAY
KUTUKCU
ADIBELLI
CANDAR
DEMIRSOY
KOCAN
AKCICEK
KARAKILIC
MISIRLI
YASIN
ABLAK
BARDAK
ALTIOK
CIVI
BEKIROGLU
GOKDUMAN
ALABAS
GULSEVER
DEVRIM
ACAN
YILGIN
TEMIZEL
YAZ
KOCABEY
VELIOGLU
KATAR
CEKIN
OGUZHAN
KIROGLU
TASCIOGLU
SULU
TOMBUL
PORTAKAL
GUNGOREN
DIZDAR
BAYSAN
DEVECIOGLU
GUMUSTEKIN
TURKCAN
AYBEK
CAPRAZ
KONUR
ECEVIT
GOZUKARA
BASARIR
TOPRAKCI
DIKBAS
YAGCIOGLU
TELLIOGLU
DISLI
HAKAN
INCESU
GULLER
KARACOBAN
UMUTLU
OMEROGLU
BALCIK
KARAKIS
MARAS
CICEKLI
TANYERI
BOYLU
DUGAN
ELITAS
DELIKTAS
ERKAYA
YESILOVA
DENIZHAN
BORAZAN
MURATOGLU
GOLCUK
ZORBA
BILEK
AKSAHIN
ALIS
BULDU
KABATAS
ALA
KAFALI
GOKBULUT
SUNER
SANVERDI
TOZLU
TURKES
ATALAN
DEMIRDAS
DALYAN
GUMUSSOY
ANDAC
ASIL
DUYGU
YUCEER
ULUTURK
MAYDA
BADUR
BAKAY
SEPETCI
KARLIDAG
ALTINDAL
GOZCU
HEKIMOGLU
KOCAER
SECEN
GULMUS
KARADAVUT
MERCIMEK
ULUKAYA
CORUH
HARMANKAYA
AKSUT
TIRPAN
ERDIN
KORUK
UCKAN
CANBAY
BAKKAL
KAPUSUZ
KARAHASAN
ARVAS
GUZEY
DEGIRMENCIOGLU
SANCI
SENAY
TOR
YAVUZER
MULAYIM
KANBER
SAR
EYUBOGLU
KOCADAG
KOCAL
KAPAR
TOPKARA
AKCALI
KACAK
AKKUZU
CAMLIBEL
GENIS
KARAKAN
KILICKAYA
GURHAN
ERTEK
SERBETCI
YILMAZTURK
TEPELI
ZAMAN
CEPNI
ALTUNISIK
TANIK
BUBER
ERDAS
ARDUC
TUTAK
DOKUMACI
BAHCE
GOGEBAKAN
YAKAN
BAYRI
BOZYIGIT
KEPENEK
DEMIRAYAK
YASLI
GENCEL
ALIOGLU
HASDEMIR
HAZIR
KASAR
ARIN
TASKAYA
UZAR
INAC
SARAY
UREN
ELDEMIR
KURTUL
PEKGOZ
ARGIN
DALDAL
CANAK
MERGEN
ONARAN
BOY
KURTULDU
SAYLAN
SOYDEMIR
CUCE
HAMURCU
SERBES
UCA
AKSIN
KETEN
TUT
BATU
FIL
KURTAY
BUYUKKAYA
DAYIOGLU
